"" "tlid" "prop_account_id" "prop_class" "code_area" "mrkt_land_val" "mrkt_bld_val" "mrkt_special_val" "mrkt_tot_val" "assessed_val" "legal_desc" "address" "lot_size" "taxes_2018" "taxes_2019"
0 "1N236BD01200" "R2110906" "0000" "051.69" 0 0 0 0 0 "AMBERGLEN, AN OREGON BUSINESS CENTER NO.11 Lot:M  " "   . HILLSBORO OR, 97006" 0.8 0.0 0.0
1 "1N236BD01300" "R2110907" "0001" "051.69" 0 0 0 0 0 "AMBERGLEN, AN OREGON BUSINESS CENTER NO.11 Lot:N  " "   . HILLSBORO OR, 97006" 0.46 0.0 0.0
2 "1N236BD01400" "R2145549" "2210" "051.69" 2921270 6671480 0 9592750 4993550 "2006-033 PARTITION PLAT Lot:1  " "9800 NE GIBBS DR. HILLSBORO OR, 97006" 3.55 86385.58 89413.01
3 "1N236BD01500" "R2145550" "3030" "051.69" 2212870 0 0 2212870 873080 "2006-033 PARTITION PLAT Lot:2  " "1050 NE COMPTON DR. HILLSBORO OR, 97006" 2.66 15103.96 15633.1
4 "1N236BD01500" "R1448268" "3030" "051.69" 0 552960 0 552960 552960 "2006-033 PARTITION PLAT Lot:2  " "1050 NE COMPTON DR. HILLSBORO OR, 97006" "" 9361.71 9145.19
5 "1N236BD01600" "R2152696" "2300" "051.69" 13160 0 0 13160 12580 "2007-015 PARTITION PLAT Lot:B  " "   . BEAVERTON OR, 97006" 0.47 200.98 210.96
6 "1N236CB80000" "R2189099" "0000" "051.69" 0 0 0 0 0 "ARBOR ADWICK CONDO Lot:GCE  " "No Address Found" 0.32 0.0 0.0
7 "1N236CB80111" "R2189100" "1020" "051.69" 0 214330 0 214330 119400 "ARBOR ADWICK CONDO Lot:1A 1 " "724 NE ADWICK DR. BEAVERTON OR, 97006" "" 2065.68 2137.94
8 "1N236CB80121" "R2189101" "1020" "051.69" 0 214330 0 214330 119400 "ARBOR ADWICK CONDO Lot:1B 1 " "722 NE ADWICK DR. BEAVERTON OR, 97006" "" 2065.68 2137.94
9 "1N236CB80132" "R2189102" "1020" "051.69" 0 308330 0 308330 185080 "ARBOR ADWICK CONDO Lot:1C 1 " "726 NE ADWICK DR. BEAVERTON OR, 97006" "" 3201.78 3313.97
10 "1N236CB80142" "R2189103" "1020" "051.69" 0 303880 0 303880 182370 "ARBOR ADWICK CONDO Lot:1D 1 " "718 NE ADWICK DR. BEAVERTON OR, 97006" "" 3154.92 3265.47
11 "1N236CB80152" "R2189104" "1020" "051.69" 0 285940 0 285940 166340 "ARBOR ADWICK CONDO Lot:1E 1 " "730 NE ADWICK DR. BEAVERTON OR, 97006" "" 2877.68 2978.42
12 "1N236CB80162" "R2189105" "1020" "051.69" 0 281500 0 281500 163730 "ARBOR ADWICK CONDO Lot:1F 1 " "716 NE ADWICK DR. BEAVERTON OR, 97006" "" 2832.59 2931.69
13 "1N236CB80211" "R2189106" "1020" "051.69" 0 214330 0 214330 119400 "ARBOR ADWICK CONDO Lot:2A 2 " "708 NE ADWICK DR. BEAVERTON OR, 97006" "" 2065.68 2137.94
14 "1N236CB80221" "R2189107" "1020" "051.69" 0 214330 0 214330 119400 "ARBOR ADWICK CONDO Lot:2B 2 " "706 NE ADWICK DR. BEAVERTON OR, 97006" "" 2065.68 2137.94
15 "1N236CB80232" "R2189108" "1020" "051.69" 0 308330 0 308330 185080 "ARBOR ADWICK CONDO Lot:2C 2 " "710 NE ADWICK DR. BEAVERTON OR, 97006" "" 3201.78 3313.97
16 "1N236CB80242" "R2189109" "1020" "051.69" 0 308330 0 308330 185080 "ARBOR ADWICK CONDO Lot:2D 2 " "702 NE ADWICK DR. BEAVERTON OR, 97006" "" 3201.78 3313.97
17 "1N236CB80252" "R2189110" "1020" "051.69" 0 281500 0 281500 163730 "ARBOR ADWICK CONDO Lot:2E 2 " "714 NE ADWICK DR. BEAVERTON OR, 97006" "" 2832.59 2931.69
18 "1N236CB80262" "R2189111" "1020" "051.69" 0 285940 0 285940 166340 "ARBOR ADWICK CONDO Lot:2F 2 " "700 NE ADWICK DR. BEAVERTON OR, 97006" "" 2877.68 2978.42
19 "1N236CB90000" "R2149671" "0000" "001.17" 0 0 0 0 0 "ARBOR CROSSING CONDO AT QUATAMA Lot:GCE  " "699 NW ADWICK DR. HILLSBORO OR, 97006" 5.29 0.0 0.0
20 "1N236CB90000" "R2149670" "0000" "051.69" 0 0 0 0 0 "ARBOR CROSSING CONDO AT QUATAMA Lot:GCE  " "699 NW ADWICK DR. HILLSBORO OR, 97006" 7.57 0.0 0.0
21 "1N236CB90111" "R2149672" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA Lot:1A 1 " "792 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
22 "1N236CB90121" "R2149673" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA Lot:1B 1 " "788 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
23 "1N236CB90132" "R2149674" "1020" "051.69" 0 293010 0 293010 179730 "ARBOR CROSSING CONDO AT QUATAMA Lot:1C 1 " "794 NE ADWICK DR. HILLSBORO OR, 97006" "" 3109.33 3218.19
24 "1N236CB90142" "R2149675" "1020" "051.69" 0 303600 0 303600 182280 "ARBOR CROSSING CONDO AT QUATAMA Lot:1D 1 " "784 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
25 "1N236CB90152" "R2149676" "1020" "051.69" 0 271850 0 271850 161010 "ARBOR CROSSING CONDO AT QUATAMA Lot:1E 1 " "798 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
26 "1N236CB90162" "R2149677" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA Lot:1F 1 " "782 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
27 "1N236CB90211" "R2150047" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:2A 2 " "776 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
28 "1N236CB90221" "R2150048" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:2B 2 " "774 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
29 "1N236CB90232" "R2150049" "1020" "051.69" 0 298980 0 298980 182280 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:2C 2 " "778 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
30 "1N236CB90242" "R2150050" "1020" "051.69" 0 298980 0 298980 182280 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:2D 2 " "768 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
31 "1N236CB90252" "R2150051" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:2E 2 " "780 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
32 "1N236CB90262" "R2150052" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:2F 2 " "766 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
33 "1N236CB90311" "R2150053" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:3A 3 " "756 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
34 "1N236CB90321" "R2150054" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:3B 3 " "754 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
35 "1N236CB90332" "R2150055" "1020" "051.69" 0 298980 0 298980 182280 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:3C 3 " "760 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
36 "1N236CB90342" "R2150056" "1020" "051.69" 0 298980 0 298980 182280 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:3D 3 " "750 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
37 "1N236CB90352" "R2150057" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:3E 3 " "764 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
38 "1N236CB90362" "R2150058" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:3F 3 " "748 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
39 "1N236CB90411" "R2150059" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:4A 4 " "740 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
40 "1N236CB90421" "R2150060" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:4B 4 " "738 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
41 "1N236CB90432" "R2150061" "1020" "051.69" 0 298980 0 298980 182280 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:4C 4 " "742 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
42 "1N236CB90442" "R2150062" "1020" "051.69" 0 298980 0 298980 182280 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:4D 4 " "734 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
43 "1N236CB90452" "R2150063" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:4E 4 " "746 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
44 "1N236CB90462" "R2150064" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:4F 4 " "732 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
45 "1N236CB90711" "R2150065" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:7A 7 " "690 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
46 "1N236CB90721" "R2150066" "1020" "051.69" 0 209010 0 209010 117190 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:7B 7 " "688 NE ADWICK DR. HILLSBORO OR, 97006" "" 2027.39 2098.37
47 "1N236CB90732" "R2150067" "1020" "051.69" 0 298980 0 298980 182280 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:7C 7 " "696 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
48 "1N236CB90742" "R2150068" "1020" "051.69" 0 298980 0 298980 182280 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:7D 7 " "684 NE ADWICK DR. HILLSBORO OR, 97006" "" 3153.53 3263.85
49 "1N236CB90752" "R2150069" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:7E 7 " "698 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
50 "1N236CB90762" "R2150070" "1020" "051.69" 0 277590 0 277590 161010 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.1: ANNEXATION OF STAGE 2 Lot:7F 7 " "682 NE ADWICK DR. HILLSBORO OR, 97006" "" 2785.54 2883.02
51 "1N236CB90811" "R2152427" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:A 8 " "676 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
52 "1N236CB90821" "R2152428" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:B 8 " "672 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
53 "1N236CB90832" "R2152429" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:C 8 " "678 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
54 "1N236CB90842" "R2152430" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:D 8 " "670 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
55 "1N236CB90852" "R2152431" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:E 8 " "680 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
56 "1N236CB90862" "R2152432" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:F 8 " "668 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
57 "1N236CB90911" "R2152433" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:A 9 " "660 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
58 "1N236CB90921" "R2152434" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:B 9 " "658 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
59 "1N236CB90932" "R2152435" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:C 9 " "662 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
60 "1N236CB90942" "R2152436" "1020" "051.69" 0 294130 0 294130 182430 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:D 9 " "656 NE ADWICK DR. BEAVERTON OR, 97006" "" 3156.0 3266.53
61 "1N236CB90952" "R2152437" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:E 9 " "664 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
62 "1N236CB90962" "R2152438" "1020" "051.69" 0 272860 0 272860 163850 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:F 9 " "654 NE ADWICK DR. BEAVERTON OR, 97006" "" 2834.54 2933.84
63 "1N236CB91011" "R2152439" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:A 10 " "648 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
64 "1N236CB91021" "R2152440" "1020" "051.69" 0 209670 0 209670 121870 "ARBOR CROSSING CONDO AT QUATAMA SUPPLEMENTAL PLAT NO.2: ANNEXATION OF STAGE 3 Lot:B 10 " "646 NE ADWICK DR. BEAVERTON OR, 97006" "" 2108.44 2182.18
